"","Hugo_Symbol","Entrez_Gene_Id"
"65078","RTN4R",65078
"57142","RTN4",57142
"132112","RTP1",132112
"344892","RTP2",344892
"83597","RTP3",83597
"64108","RTP4",64108
"25914","RTTN",25914
"80230","RUFY1",80230
"55680","RUFY2",55680
"22902","RUFY3",22902
"285180","RUFY4",285180
"146923","RUNDC1",146923
"84127","RUNDC2A",84127
"440352","RUNDC2C",440352
"10900","RUNDC3A",10900
"154661","RUNDC3B",154661
"862","RUNX1T1",862
"861","RUNX1",861
"860","RUNX2",860
"864","RUNX3",864
"23623","RUSC1",23623
"9853","RUSC2",9853
"8607","RUVBL1",8607
"10856","RUVBL2",10856
"51389","RWDD1",51389
"112611","RWDD2A",112611
"10069","RWDD2B",10069
"25950","RWDD3",25950
"201965","RWDD4A",201965
"59350","RXFP1",59350
"122042","RXFP2",122042
"51289","RXFP3",51289
"339403","RXFP4",339403
"6256","RXRA",6256
"6257","RXRB",6257
"6258","RXRG",6258
"23429","RYBP",23429
"6259","RYK",6259
"6261","RYR1",6261
"6262","RYR2",6262
"6263","RYR3",6263
"6281","S100A10",6281
"6282","S100A11",6282
"6283","S100A12",6283
"6284","S100A13",6284
"57402","S100A14",57402
"140576","S100A16",140576
"6271","S100A1",6271
"6273","S100A2",6273
"6274","S100A3",6274
"6275","S100A4",6275
"6276","S100A5",6276
"6277","S100A6",6277
"338324","S100A7A",338324
"645922","S100A7L2",645922
"6278","S100A7",6278
"6279","S100A8",6279
"6280","S100A9",6280
"6285","S100B",6285
"795","S100G",795
"64766","S100PBP",64766
"6286","S100P",6286
"170591","S100Z",170591
"1901","S1PR1",1901
"9294","S1PR2",9294
"1903","S1PR3",1903
"8698","S1PR4",8698
"53637","S1PR5",53637
"6288","SAA1",6288
"6289","SAA2",6289
"6290","SAA3P",6290
"6291","SAA4",6291
"113174","SAAL1",113174
"29901","SAC3D1",29901
"22908","SACM1L",22908
"26278","SACS",26278
"10055","SAE1",10055
"9667","SAFB2",9667
"6294","SAFB",6294
"55511","SAGE1",55511
"6295","SAG",6295
"6299","SALL1",6299
"6297","SALL2",6297
"27164","SALL3",27164
"57167","SALL4",57167
"140700","SAMD10",140700
"148398","SAMD11",148398
"401474","SAMD12",401474
"148418","SAMD13",148418
"201191","SAMD14",201191
"90378","SAMD1",90378
"154075","SAMD3",154075
"23034","SAMD4A",23034
"55095","SAMD4B",55095
"389432","SAMD5",389432
"344658","SAMD7",344658
"142891","SAMD8",142891
"219285","SAMD9L",219285
"54809","SAMD9",54809
"25939","SAMHD1",25939
"25813","SAMM50",25813
"64092","SAMSN1",64092
"79595","SAP130",79595
"10284","SAP18",10284
"29115","SAP30BP",29115
"79685","SAP30L",79685
"8819","SAP30",8819
"22870","SAPS1",22870
"9701","SAPS2",9701
"55291","SAPS3",55291
"56681","SAR1A",56681
"51128","SAR1B",51128
"1757","SARDH",1757
"23098","SARM1",23098
"84324","SARNP",84324
"54938","SARS2",54938
"6301","SARS",6301
"9092","SART1",9092
"9733","SART3",9733
"23328","SASH1",23328
"54440","SASH3",54440
"163786","SASS6",163786
"6303","SAT1",6303
"112483","SAT2",112483
"6304","SATB1",6304
"23314","SATB2",23314
"340562","SATL1",340562
"60485","SAV1",60485
"155370","SBDSP1",155370
"51119","SBDS",51119
"100133234","SBF1P1",100133234
"6305","SBF1",6305
"81846","SBF2",81846
"388228","SBK1",388228
"646643","SBK2",646643
"55206","SBNO1",55206
"22904","SBNO2",22904
"374897","SBSN",374897
"6307","SC4MOL",6307
"6309","SC5DL",6309
"10609","SC65",10609
"58506","SCAF1",58506
"286205","SCAI",286205
"9522","SCAMP1",9522
"10066","SCAMP2",10066
"10067","SCAMP3",10067
"113178","SCAMP4",113178
"192683","SCAMP5",192683
"51282","SCAND1",51282
"54581","SCAND2",54581
"114821","SCAND3",114821
"49855","SCAPER",49855
"22937","SCAP",22937
"51435","SCARA3",51435
"286133","SCARA5",286133
"949","SCARB1",949
"950","SCARB2",950
"8578","SCARF1",8578
"91179","SCARF2",91179
"692148","SCARNA10",692148
"677780","SCARNA11",677780
"677777","SCARNA12",677777
"692149","SCARNA14",692149
"677778","SCARNA15",677778
"677781","SCARNA16",677781
"677769","SCARNA17",677769
"677765","SCARNA18",677765
"677774","SCARNA1",677774
"677681","SCARNA20",677681
"677763","SCARNA21",677763
"677770","SCARNA22",677770
"677773","SCARNA23",677773
"100124533","SCARNA27",100124533
"677766","SCARNA2",677766
"677679","SCARNA3",677679
"677771","SCARNA4",677771
"677775","SCARNA5",677775
"677772","SCARNA6",677772
"677767","SCARNA7",677767
"677776","SCARNA8",677776
"100158262","SCARNA9L",100158262
"619383","SCARNA9",619383
"51097","SCCPDH",51097
"79966","SCD5",79966
"6319","SCD",6319
"8796","SCEL",8796
"23256","SCFD1",23256
"152579","SCFD2",152579
"7857","SCG2",7857
"29106","SCG3",29106
"6447","SCG5",6447
"7356","SCGB1A1",7356
"147199","SCGB1C1",147199
"10648","SCGB1D1",10648
"10647","SCGB1D2",10647
"404552","SCGB1D4",404552
"4246","SCGB2A1",4246
"4250","SCGB2A2",4250
"92304","SCGB3A1",92304
"117156","SCGB3A2",117156
"284402","SCGBL",284402
"10590","SCGN",10590
"29970","SCHIP1",29970
"85477","SCIN",85477
"132320","SCLT1",132320
"51540","SCLY",51540
"22955","SCMH1",22955
"6322","SCML1",6322
"10389","SCML2",10389
"256380","SCML4",256380
"6336","SCN10A",6336
"11280","SCN11A",11280
"6323","SCN1A",6323
"6324","SCN1B",6324
"6326","SCN2A",6326
"6327","SCN2B",6327
"6328","SCN3A",6328
"55800","SCN3B",55800
"6329","SCN4A",6329
"6330","SCN4B",6330
"6331","SCN5A",6331
"6332","SCN7A",6332
"6334","SCN8A",6334
"6335","SCN9A",6335
"79005","SCNM1",79005
"6337","SCNN1A",6337
"6338","SCNN1B",6338
"6339","SCNN1D",6339
"6340","SCNN1G",6340
"6341","SCO1",6341
"9997","SCO2",9997
"60592","SCOC",60592
"6342","SCP2",6342
"59342","SCPEP1",59342
"11341","SCRG1",11341
"23513","SCRIB",23513
"9805","SCRN1",9805
"90507","SCRN2",90507
"79634","SCRN3",79634
"83482","SCRT1",83482
"85508","SCRT2",85508
"6344","SCTR",6344
"6343","SCT",6343
"80274","SCUBE1",80274
"57758","SCUBE2",57758
"222663","SCUBE3",222663
"642658","SCXB",642658
"57410","SCYL1",57410
"55681","SCYL2",55681
"57147","SCYL3",57147
"55153","SDAD1",55153
"6382","SDC1",6382
"6383","SDC2",6383
"9672","SDC3",9672
"376844","SDC4P",376844
"6385","SDC4",6385
"27111","SDCBP2",27111
"6386","SDCBP",6386
"9147","SDCCAG1",9147
"10807","SDCCAG3",10807
"10806","SDCCAG8",10806
"23753","SDF2L1",23753
"6388","SDF2",6388
"51150","SDF4",51150
"644096","SDHAF1",644096
"54949","SDHAF2",54949
"255812","SDHAP1",255812
"727956","SDHAP2",727956
"728609","SDHAP3",728609
"6389","SDHA",6389
"6390","SDHB",6390
"6391","SDHC",6391
"6392","SDHD",6392
"221935","SDK1",221935
"54549","SDK2",54549
"8436","SDPR",8436
"195814","SDR16C5",195814
"56948","SDR39U1",56948
"93517","SDR42E1",93517
"121214","SDR9C7",121214
"113675","SDSL",113675
"10993","SDS",10993
"645832","SEBOX",645832
"23478","SEC11A",23478
"90701","SEC11C",90701
"6396","SEC13",6396
"6397","SEC14L1",6397
"23541","SEC14L2",23541
"266629","SEC14L3",266629
"284904","SEC14L4",284904
"9717","SEC14L5",9717
"9919","SEC16A",9919
"89866","SEC16B",89866
"653677","SEC1",653677
"26984","SEC22A",26984
"9554","SEC22B",9554
"9117","SEC22C",9117
"10484","SEC23A",10484
"10483","SEC23B",10483
"11196","SEC23IP",11196
"10802","SEC24A",10802
"10427","SEC24B",10427
"9632","SEC24C",9632
"9871","SEC24D",9871
"22872","SEC31A",22872
"25956","SEC31B",25956
"29927","SEC61A1",29927
"55176","SEC61A2",55176
"10952","SEC61B",10952
"23480","SEC61G",23480
"7095","SEC62",7095
"11231","SEC63",11231
"9728","SECISBP2L",9728
"79048","SECISBP2",79048
"6398","SECTM1",6398
"81929","SEH1L",81929
"80343","SEL1L2",80343
"23231","SEL1L3",23231
"6400","SEL1L",6400
"8991","SELENBP1",8991
"6401","SELE",6401
"58515","SELK",58515
"6402","SELL",6402
"140606","SELM",140606
"83642","SELO",83642
"6404","SELPLG",6404
"6403","SELP",6403
"55829","SELS",55829
"51714","SELT",51714
"348303","SELV",348303
"10371","SEMA3A",10371
"7869","SEMA3B",7869
"10512","SEMA3C",10512
"223117","SEMA3D",223117
"9723","SEMA3E",9723
"6405","SEMA3F",6405
"56920","SEMA3G",56920
"64218","SEMA4A",64218
"10509","SEMA4B",10509
"54910","SEMA4C",54910
"10507","SEMA4D",10507
"10505","SEMA4F",10505
"57715","SEMA4G",57715
"9037","SEMA5A",9037
"54437","SEMA5B",54437
"57556","SEMA6A",57556
"10501","SEMA6B",10501
"10500","SEMA6C",10500
"80031","SEMA6D",80031
"8482","SEMA7A",8482
"6406","SEMG1",6406
"6407","SEMG2",6407
"29843","SENP1",29843
"59343","SENP2",59343
"26168","SENP3",26168
"205564","SENP5",205564
"26054","SENP6",26054
"57337","SENP7",57337
"123228","SENP8",123228
"9403","SEP15",9403
"22929","SEPHS1",22929
"22928","SEPHS2",22928
"57190","SEPN1",57190
"6414","SEPP1",6414
"51091","SEPSECS",51091
"151011","SEPT10",151011
"55752","SEPT11",55752
"124404","SEPT12",124404
"346288","SEPT14",346288
"1731","SEPT1",1731
"4735","SEPT2",4735
"55964","SEPT3",55964
"5414","SEPT4",5414
"5413","SEPT5",5413
"23157","SEPT6",23157
"285961","SEPT7L",285961
"641977","SEPT7P2",641977
"989","SEPT7",989
"23176","SEPT8",23176
"10801","SEPT9",10801
"6415","SEPW1",6415
"51734","SEPX1",51734
"84947","SERAC1",84947
"26135","SERBP1",26135
"8293","SERF1A",8293
"10169","SERF2",10169
"26297","SERGEF",26297
"253190","SERHL2",253190
"94009","SERHL",94009
"57515","SERINC1",57515
"347735","SERINC2",347735
"10955","SERINC3",10955
"619189","SERINC4",619189
"256987","SERINC5",256987
"27230","SERP1",27230
"387923","SERP2",387923
"51156","SERPINA10",51156
"256394","SERPINA11",256394
"145264","SERPINA12",145264
"388007","SERPINA13",388007
"5265","SERPINA1",5265
"12","SERPINA3",12
"5267","SERPINA4",5267
"5104","SERPINA5",5104
"866","SERPINA6",866
"6906","SERPINA7",6906
"327657","SERPINA9",327657
"5273","SERPINB10",5273
"89778","SERPINB11",89778
"89777","SERPINB12",89777
"5275","SERPINB13",5275
"1992","SERPINB1",1992
"5055","SERPINB2",5055
"6317","SERPINB3",6317
"6318","SERPINB4",6318
"5268","SERPINB5",5268
"5269","SERPINB6",5269
"8710","SERPINB7",8710
"5271","SERPINB8",5271
"5272","SERPINB9",5272
"462","SERPINC1",462
"3053","SERPIND1",3053
"5054","SERPINE1",5054
"5270","SERPINE2",5270
"647174","SERPINE3",647174
"5176","SERPINF1",5176
"5345","SERPINF2",5345
"710","SERPING1",710
"871","SERPINH1",871
"5274","SERPINI1",5274
"5276","SERPINI2",5276
"29950","SERTAD1",29950
"9792","SERTAD2",9792
"29946","SERTAD3",29946
"56256","SERTAD4",56256
"27244","SESN1",27244
"83667","SESN2",83667
"143686","SESN3",143686
"91404","SESTD1",91404
"26040","SETBP1",26040
"9739","SETD1A",9739
"23067","SETD1B",23067
"29072","SETD2",29072
"84193","SETD3",84193
"54093","SETD4",54093
"55209","SETD5",55209
"79918","SETD6",79918
"80854","SETD7",80854
"387893","SETD8",387893
"9869","SETDB1",9869
"83852","SETDB2",83852
"6419","SETMAR",6419
"23064","SETX",23064
"6418","SET",6418
"26470","SEZ6L2",26470
"23544","SEZ6L",23544
"124925","SEZ6",124925
"7536","SF1",7536
"10291","SF3A1",10291
"8175","SF3A2",8175
"10946","SF3A3",10946
"51639","SF3B14",51639
"23451","SF3B1",23451
"10992","SF3B2",10992
"23450","SF3B3",23450
"10262","SF3B4",10262
"83443","SF3B5",83443
"57794","SF4",57794
"9814","SFI1",9814
"51460","SFMBT1",51460
"57713","SFMBT2",57713
"2810","SFN",2810
"6421","SFPQ",6421
"6422","SFRP1",6422
"6423","SFRP2",6423
"6424","SFRP4",6424
"6425","SFRP5",6425
"9295","SFRS11",9295
"285672","SFRS12IP1",285672
"140890","SFRS12",140890
"10772","SFRS13A",10772
"135295","SFRS13B",135295
"10147","SFRS14",10147
"57466","SFRS15",57466
"11129","SFRS16",11129
"8227","SFRS17A",8227
"25957","SFRS18",25957
"6426","SFRS1",6426
"10929","SFRS2B",10929
"9169","SFRS2IP",9169
"6427","SFRS2",6427
"6428","SFRS3",6428
"6429","SFRS4",6429
"6430","SFRS5",6430
"6431","SFRS6",6431
"6432","SFRS7",6432
"6433","SFRS8",6433
"8683","SFRS9",8683
"113402","SFT2D1",113402
"375035","SFT2D2",375035
"84826","SFT2D3",84826
"207107","SFTA1P",207107
"389376","SFTA2",389376
"253970","SFTA3",253970
"653509","SFTPA1",653509
"729238","SFTPA2",729238
"6439","SFTPB",6439
"6440","SFTPC",6440
"6441","SFTPD",6441
"94081","SFXN1",94081
"118980","SFXN2",118980
"81855","SFXN3",81855
"119559","SFXN4",119559
"94097","SFXN5",94097
"6442","SGCA",6442
"6443","SGCB",6443
"6444","SGCD",6444
"8910","SGCE",8910
"6445","SGCG",6445
"137868","SGCZ",137868
"26084","SGEF",26084
"84251","SGIP1",84251
"84197","SGK196",84197
"6446","SGK1",6446
"157285","SGK223",157285
"79834","SGK269",79834
"10110","SGK2",10110
"23678","SGK3",23678
"124923","SGK494",124923
"259230","SGMS1",259230
"166929","SGMS2",166929
"151648","SGOL1",151648
"151246","SGOL2",151246
"8879","SGPL1",8879
"81537","SGPP1",81537
"130367","SGPP2",130367
"6448","SGSH",6448
"129049","SGSM1",129049
"9905","SGSM2",9905
"27352","SGSM3",27352
"6449","SGTA",6449
"54557","SGTB",54557
"25970","SH2B1",25970
"10603","SH2B2",10603
"10019","SH2B3",10019
"4068","SH2D1A",4068
"117157","SH2D1B",117157
"9047","SH2D2A",9047
"10045","SH2D3A",10045
"10044","SH2D3C",10044
"63898","SH2D4A",63898
"387694","SH2D4B",387694
"400745","SH2D5",400745
"284948","SH2D6",284948
"646892","SH2D7",646892
"83699","SH3BGRL2",83699
"83442","SH3BGRL3",83442
"6451","SH3BGRL",6451
"6450","SH3BGR",6450
"23616","SH3BP1",23616
"6452","SH3BP2",6452
"23677","SH3BP4",23677
"80851","SH3BP5L",80851
"9467","SH3BP5",9467
"152503","SH3D19",152503
"201175","SH3D20",201175
"6455","SH3GL1",6455
"6456","SH3GL2",6456
"6457","SH3GL3",6457
"51100","SH3GLB1",51100
"56904","SH3GLB2",56904
"30011","SH3KBP1",30011
"9644","SH3PXD2A",9644
"285590","SH3PXD2B",285590
"57630","SH3RF1",57630
"153769","SH3RF2",153769
"344558","SH3RF3",344558
"54436","SH3TC1",54436
"79628","SH3TC2",79628
"26751","SH3YL1",26751
"50944","SHANK1",50944
"22941","SHANK2",22941
"85358","SHANK3",85358
"81858","SHARPIN",81858
"6462","SHBG",6462
"6461","SHB",6461
"6464","SHC1",6464
"25759","SHC2",25759
"53358","SHC3",53358
"399694","SHC4",399694
"79801","SHCBP1",79801
"56961","SHD",56961
"126669","SHE",126669
"7979","SHFM1",7979
"90525","SHF",90525
"6469","SHH",6469
"387914","SHISA2",387914
"152573","SHISA3",152573
"149345","SHISA4",149345
"51246","SHISA5",51246
"388336","SHISA6",388336
"729956","SHISA7",729956
"729993","SHISA9",729993
"92799","SHKBP1",92799
"6470","SHMT1",6470
"6472","SHMT2",6472
"8036","SHOC2",8036
"6474","SHOX2",6474
"6473","SHOX",6473
"23729","SHPK",23729
"257218","SHPRH",257218
"55164","SHQ1",55164
"134549","SHROOM1",134549
"357","SHROOM2",357
"57619","SHROOM3",57619
"57477","SHROOM4",57477
"54414","SIAE",54414
"6477","SIAH1",6477
"6478","SIAH2",6478
"283514","SIAH3",283514
"54847","SIDT1",54847
"51092","SIDT2",51092
"59307","SIGIRR",59307
"89790","SIGLEC10",89790
"114132","SIGLEC11",114132
"89858","SIGLEC12",89858
"100049587","SIGLEC14",100049587
"284266","SIGLEC15",284266
"400709","SIGLEC16",400709
"6614","SIGLEC1",6614
"8778","SIGLEC5",8778
"946","SIGLEC6",946
"27036","SIGLEC7",27036
"27181","SIGLEC8",27181
"27180","SIGLEC9",27180
"284367","SIGLECP3",284367
"10280","SIGMAR1",10280
"150094","SIK1",150094
"23235","SIK2",23235
"23387","SIK3",23387
"80143","SIKE1",80143
"64374","SIL1",64374
"6490","SILV",6490
"6492","SIM1",6492
"6493","SIM2",6493
"25942","SIN3A",25942
"23309","SIN3B",23309
"8487","SIP1",8487
"26037","SIPA1L1",26037
"57568","SIPA1L2",57568
"23094","SIPA1L3",23094
"6494","SIPA1",6494
"140885","SIRPA",140885
"10326","SIRPB1",10326
"284759","SIRPB2",284759
"128646","SIRPD",128646
"55423","SIRPG",55423
"23411","SIRT1",23411
"22933","SIRT2",22933
"23410","SIRT3",23410
"23409","SIRT4",23409
"23408","SIRT5",23408
"51548","SIRT6",51548
"51547","SIRT7",51547
"27240","SIT1",27240
"10572","SIVA1",10572
"6495","SIX1",6495
"10736","SIX2",10736
"6496","SIX3",6496
"51804","SIX4",51804
"147912","SIX5",147912
"4990","SIX6",4990
"6476","SI",6476
"220134","SKA1",220134
"348235","SKA2",348235
"221150","SKA3",221150
"8631","SKAP1",8631
"8935","SKAP2",8935
"6498","SKIL",6498
"391037","SKINTL",391037
"23517","SKIV2L2",23517
"6499","SKIV2L",6499
"6497","SKI",6497
"6500","SKP1",6500
"6502","SKP2",6502
"84174","SLA2",84174
"122060","SLAIN1",122060
"57606","SLAIN2",57606
"6504","SLAMF1",6504
"114836","SLAMF6",114836
"57823","SLAMF7",57823
"56833","SLAMF8",56833
"89886","SLAMF9",89886
"6503","SLA",6503
"7884","SLBP",7884
"6554","SLC10A1",6554
"6555","SLC10A2",6555
"8273","SLC10A3",8273
"201780","SLC10A4",201780
"347051","SLC10A5",347051
"345274","SLC10A6",345274
"84068","SLC10A7",84068
"6556","SLC11A1",6556
"4891","SLC11A2",4891
"6557","SLC12A1",6557
"6558","SLC12A2",6558
"6559","SLC12A3",6559
"6560","SLC12A4",6560
"57468","SLC12A5",57468
"9990","SLC12A6",9990
"10723","SLC12A7",10723
"84561","SLC12A8",84561
"56996","SLC12A9",56996
"6561","SLC13A1",6561
"9058","SLC13A2",9058
"64849","SLC13A3",64849
"26266","SLC13A4",26266
"284111","SLC13A5",284111
"6563","SLC14A1",6563
"8170","SLC14A2",8170
"6564","SLC15A1",6564
"6565","SLC15A2",6565
"51296","SLC15A3",51296
"121260","SLC15A4",121260
"117247","SLC16A10",117247
"162515","SLC16A11",162515
"387700","SLC16A12",387700
"201232","SLC16A13",201232
"151473","SLC16A14",151473
"6566","SLC16A1",6566
"6567","SLC16A2",6567
"9123","SLC16A3",9123
"9122","SLC16A4",9122
"9121","SLC16A5",9121
"9120","SLC16A6",9120
"9194","SLC16A7",9194
"23539","SLC16A8",23539
"220963","SLC16A9",220963
"6568","SLC17A1",6568
"10246","SLC17A2",10246
"10786","SLC17A3",10786
"10050","SLC17A4",10050
"26503","SLC17A5",26503
"57084","SLC17A6",57084
"57030","SLC17A7",57030
"246213","SLC17A8",246213
"63910","SLC17A9",63910
"6570","SLC18A1",6570
"6571","SLC18A2",6571
"6572","SLC18A3",6572
"6573","SLC19A1",6573
"10560","SLC19A2",10560
"80704","SLC19A3",80704
"6505","SLC1A1",6505
"6506","SLC1A2",6506
"6507","SLC1A3",6507
"6509","SLC1A4",6509
"6510","SLC1A5",6510
"6511","SLC1A6",6511
"6512","SLC1A7",6512
"6574","SLC20A1",6574
"6575","SLC20A2",6575
"387775","SLC22A10",387775
"55867","SLC22A11",55867
"116085","SLC22A12",116085
"9390","SLC22A13",9390
"9389","SLC22A14",9389
"55356","SLC22A15",55356
"85413","SLC22A16",85413
"51310","SLC22A17",51310
"5003","SLC22A18AS",5003
"5002","SLC22A18",5002
"6580","SLC22A1",6580
"440044","SLC22A20",440044
"63027","SLC22A23",63027
"283238","SLC22A24",283238
"387601","SLC22A25",387601
"6582","SLC22A2",6582
"6581","SLC22A3",6581
"6583","SLC22A4",6583
"6584","SLC22A5",6584
"9356","SLC22A6",9356
"10864","SLC22A7",10864
"9376","SLC22A8",9376
"114571","SLC22A9",114571
"9963","SLC23A1",9963
"9962","SLC23A2",9962
"151295","SLC23A3",151295
"9187","SLC24A1",9187
"25769","SLC24A2",25769
"57419","SLC24A3",57419
"123041","SLC24A4",123041
"283652","SLC24A5",283652
"80024","SLC24A6",80024
"1468","SLC25A10",1468
"8402","SLC25A11",8402
"8604","SLC25A12",8604
"10165","SLC25A13",10165
"9016","SLC25A14",9016
"10166","SLC25A15",10166
"8034","SLC25A16",8034
"10478","SLC25A17",10478
"83733","SLC25A18",83733
"60386","SLC25A19",60386
"6576","SLC25A1",6576
"788","SLC25A20",788
"89874","SLC25A21",89874
"79751","SLC25A22",79751
"79085","SLC25A23",79085
"29957","SLC25A24",29957
"114789","SLC25A25",114789
"115286","SLC25A26",115286
"9481","SLC25A27",9481
"81894","SLC25A28",81894
"123096","SLC25A29",123096
"83884","SLC25A2",83884
"253512","SLC25A30",253512
"83447","SLC25A31",83447
"81034","SLC25A32",81034
"84275","SLC25A33",84275
"284723","SLC25A34",284723
"399512","SLC25A35",399512
"55186","SLC25A36",55186
"51312","SLC25A37",51312
"54977","SLC25A38",54977
"51629","SLC25A39",51629
"5250","SLC25A3",5250
"55972","SLC25A40",55972
"284427","SLC25A41",284427
"284439","SLC25A42",284439
"203427","SLC25A43",203427
"9673","SLC25A44",9673
"283130","SLC25A45",283130
"91137","SLC25A46",91137
"291","SLC25A4",291
"292","SLC25A5",292
"293","SLC25A6",293
"65012","SLC26A10",65012
"284129","SLC26A11",284129
"10861","SLC26A1",10861
"1836","SLC26A2",1836
"1811","SLC26A3",1811
"5172","SLC26A4",5172
"375611","SLC26A5",375611
"65010","SLC26A6",65010
"115111","SLC26A7",115111
"116369","SLC26A8",116369
"115019","SLC26A9",115019
"376497","SLC27A1",376497
"11001","SLC27A2",11001
"11000","SLC27A3",11000
"10999","SLC27A4",10999
"10998","SLC27A5",10998
"28965","SLC27A6",28965
"9154","SLC28A1",9154
"9153","SLC28A2",9153
"64078","SLC28A3",64078
"2030","SLC29A1",2030
"3177","SLC29A2",3177
"55315","SLC29A3",55315
"222962","SLC29A4",222962
"81031","SLC2A10",81031
"66035","SLC2A11",66035
"154091","SLC2A12",154091
"114134","SLC2A13",114134
"144195","SLC2A14",144195
"6513","SLC2A1",6513
"6514","SLC2A2",6514
"6515","SLC2A3",6515
"56731","SLC2A4RG",56731
"6517","SLC2A4",6517
"6518","SLC2A5",6518
"11182","SLC2A6",11182
"155184","SLC2A7",155184
"29988","SLC2A8",29988
"56606","SLC2A9",56606
"55532","SLC30A10",55532
"7779","SLC30A1",7779
"7780","SLC30A2",7780
"7781","SLC30A3",7781
"7782","SLC30A4",7782
"64924","SLC30A5",64924
"55676","SLC30A6",55676
"148867","SLC30A7",148867
"169026","SLC30A8",169026
"10463","SLC30A9",10463
"1317","SLC31A1",1317
"1318","SLC31A2",1318
"140679","SLC32A1",140679
"9197","SLC33A1",9197
"6569","SLC34A1",6569
"10568","SLC34A2",10568
"142680","SLC34A3",142680
"10559","SLC35A1",10559
"7355","SLC35A2",7355
"23443","SLC35A3",23443
"113829","SLC35A4",113829
"55032","SLC35A5",55032
"10237","SLC35B1",10237
"347734","SLC35B2",347734
"51000","SLC35B3",51000
"84912","SLC35B4",84912
"55343","SLC35C1",55343
"51006","SLC35C2",51006
"23169","SLC35D1",23169
"11046","SLC35D2",11046
"340146","SLC35D3",340146
"79939","SLC35E1",79939
"728661","SLC35E2",728661
"9906","SLC35E2",9906
"55508","SLC35E3",55508
"339665","SLC35E4",339665
"222553","SLC35F1",222553
"54733","SLC35F2",54733
"148641","SLC35F3",148641
"341880","SLC35F4",341880
"80255","SLC35F5",80255
"206358","SLC36A1",206358
"153201","SLC36A2",153201
"285641","SLC36A3",285641
"120103","SLC36A4",120103
"54020","SLC37A1",54020
"219855","SLC37A2",219855
"84255","SLC37A3",84255
"2542","SLC37A4",2542
"124565","SLC38A10",124565
"151258","SLC38A11",151258
"81539","SLC38A1",81539
"54407","SLC38A2",54407
"10991","SLC38A3",10991
"55089","SLC38A4",55089
"92745","SLC38A5",92745
"145389","SLC38A6",145389
"55238","SLC38A7",55238
"146167","SLC38A8",146167
"153129","SLC38A9",153129
"57181","SLC39A10",57181
"201266","SLC39A11",201266
"221074","SLC39A12",221074
"91252","SLC39A13",91252
"23516","SLC39A14",23516
"27173","SLC39A1",27173
"29986","SLC39A2",29986
"29985","SLC39A3",29985
"55630","SLC39A4",55630
"283375","SLC39A5",283375
"25800","SLC39A6",25800
"7922","SLC39A7",7922
"64116","SLC39A8",64116
"55334","SLC39A9",55334
"6519","SLC3A1",6519
"6520","SLC3A2",6520
"30061","SLC40A1",30061
"254428","SLC41A1",254428
"84102","SLC41A2",84102
"54946","SLC41A3",54946
"8501","SLC43A1",8501
"124935","SLC43A2",124935
"29015","SLC43A3",29015
"23446","SLC44A1",23446
"57153","SLC44A2",57153
"126969","SLC44A3",126969
"80736","SLC44A4",80736
"204962","SLC44A5",204962
"50651","SLC45A1",50651
"51151","SLC45A2",51151
"85414","SLC45A3",85414
"57210","SLC45A4",57210
"113235","SLC46A1",113235
"57864","SLC46A2",57864
"283537","SLC46A3",283537
"55244","SLC47A1",55244
"146802","SLC47A2",146802
"55652","SLC48A1",55652
"57282","SLC4A10",57282
"83959","SLC4A11",83959
"22950","SLC4A1AP",22950
"6521","SLC4A1",6521
"6522","SLC4A2",6522
"6508","SLC4A3",6508
"8671","SLC4A4",8671
"57835","SLC4A5",57835
"9497","SLC4A7",9497
"9498","SLC4A8",9498
"83697","SLC4A9",83697
"125206","SLC5A10",125206
"115584","SLC5A11",115584
"159963","SLC5A12",159963
"6523","SLC5A1",6523
"6524","SLC5A2",6524
"6526","SLC5A3",6526
"6527","SLC5A4",6527
"6528","SLC5A5",6528
"8884","SLC5A6",8884
"60482","SLC5A7",60482
"160728","SLC5A8",160728
"200010","SLC5A9",200010
"386757","SLC6A10P",386757
"6538","SLC6A11",6538
"6539","SLC6A12",6539
"6540","SLC6A13",6540
"11254","SLC6A14",11254
"55117","SLC6A15",55117
"28968","SLC6A16",28968
"388662","SLC6A17",388662
"348932","SLC6A18",348932
"340024","SLC6A19",340024
"6529","SLC6A1",6529
"54716","SLC6A20",54716
"6530","SLC6A2",6530
"6531","SLC6A3",6531
"6532","SLC6A4",6532
"9152","SLC6A5",9152
"6533","SLC6A6",6533
"6534","SLC6A7",6534
"6535","SLC6A8",6535
"6536","SLC6A9",6536
"56301","SLC7A10",56301
"23657","SLC7A11",23657
"157724","SLC7A13",157724
"57709","SLC7A14",57709
"6541","SLC7A1",6541
"6542","SLC7A2",6542
"84889","SLC7A3",84889
"6545","SLC7A4",6545
"81893","SLC7A5P1",81893
"387254","SLC7A5P2",387254
"8140","SLC7A5",8140
"84138","SLC7A6OS",84138
"9057","SLC7A6",9057
"9056","SLC7A7",9056
"23428","SLC7A8",23428
"11136","SLC7A9",11136
"6546","SLC8A1",6546
"6543","SLC8A2",6543
"6547","SLC8A3",6547
"285335","SLC9A10",285335
"284525","SLC9A11",284525
"6548","SLC9A1",6548
"6549","SLC9A2",6549
"9368","SLC9A3R1",9368
"9351","SLC9A3R2",9351
"6550","SLC9A3",6550
"389015","SLC9A4",389015
